hrac;http://vignette1.wikia.nocookie.net/pacman/images/c/c7/474400-mrs-_pepper_pac_man.png/revision/latest?cb=20130602155705
pozadi;http://static8.depositphotos.com/1016676/815/i/950/depositphotos_8155706-Ice-surface.jpg
zed;http://www.koupelny-badideal.cz/files/products/images/thumb2/182183.jpg
